cust,hist_size,n_relevant,rf_recs,pop_recs,rf_hits,pop_hits
15570,10,19,"['22086', '22910', '23318', '23319', '23439']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15571,2,9,"['21588', '23439', '23169', '23323', '21742']","['85123A', '22423', '85099B', '47566', '84879']",3,0
15572,4,63,"['23318', '22734', '23320', '23351', '23439']","['85123A', '22423', '85099B', '47566', '84879']",3,0
15582,2,8,"['22568', '22743', '22445', '22178', '22271']","['85123A', '22423', '85099B', '47566', '84879']",3,1
15584,3,29,"['21931', '85099C', '82482', '21929', '23202']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15594,4,6,"['22112', '23355', '20983', '20982', '22111']","['85123A', '22423', '85099B', '47566', '84879']",3,0
15599,1,23,"['23245', '21977', '22962', '23493', '22027']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15601,13,9,"['22865', '22328', '20914', '22727', '22722']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15602,6,11,"['22178', '84946', '22464', '22457', '21811']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15608,3,2,"['23310', '23245', '82486', '82483', '21889']","['85123A', '22423', '85099B', '47566', '84879']",1,0
15611,11,9,"['21481', '22423', '23356', '22941', '22144']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15615,22,32,"['23199', '85099C', '23344', '23343', '22386']","['85123A', '22423', '85099B', '47566', '84879']",5,3
15628,7,23,"['82494L', '23322', '22470', '22138', '23284']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15632,7,14,"['22726', '22727', '22621', '82552', '20975']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15640,13,57,"['23344', '22867', '22866', '23343', '22988']","['85123A', '22423', '85099B', '47566', '84879']",5,2
15660,7,18,"['23209', '84946', '22383', '84945', '20728']","['85123A', '22423', '85099B', '47566', '84879']",5,1
15671,5,9,"['22595', '85150', '22086', '85152', '22578']","['85123A', '22423', '85099B', '47566', '84879']",3,0
15676,2,6,"['85048', '85123A', '22384', '23439', '22441']","['85123A', '22423', '85099B', '47566', '84879']",2,0
15679,3,4,"['21931', '22383', '22621', '22384', '21108']","['85123A', '22423', '85099B', '47566', '84879']",1,0
15680,2,15,"['84879', '21136', '23344', '22151', '23301']","['85123A', '22423', '85099B', '47566', '84879']",5,1
15681,3,14,"['84978', '23084', '22961', '22863', '20979']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15687,6,35,"['23355', '22424', '23284', '22429', '22624']","['85123A', '22423', '85099B', '47566', '84879']",3,1
15690,1,11,"['23275', '22228', '22076', '22227', '23148']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15694,11,15,"['22423', '22726', '21137', '20749', '22681']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15701,3,29,"['22551', '22555', '22557', '23321', '23322']","['85123A', '22423', '85099B', '47566', '84879']",0,0
15712,4,11,"['22138', '84970S', '22470', '22457', '22178']","['85123A', '22423', '85099B', '47566', '84879']",3,1
15714,1,29,"['22818', '22816', '23068', '22894', '16169E']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15727,6,39,"['22383', '23209', '22384', '23206', '22630']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15737,6,6,"['22138', '22457', '22617', '22171', '23407']","['85123A', '22423', '85099B', '47566', '84879']",1,0
15738,15,12,"['22090', '21086', '21094', '21080', '22083']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15743,3,23,"['82494L', '22666', '82482', '22170', '22508']","['85123A', '22423', '85099B', '47566', '84879']",5,1
15745,3,9,"['23355', '22112', '22111', '22835', '23245']","['85123A', '22423', '85099B', '47566', '84879']",2,0
15747,2,46,"['20728', '22662', '22383', '20727', '85099F']","['85123A', '22423', '85099B', '47566', '84879']",5,1
15750,6,38,"['22867', '23355', '22866', '22865', '22112']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15755,5,15,"['85099B', '20914', '23203', '22171', '22666']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15769,25,8,"['22385', '85099B', '22386', '20713', '23201']","['85123A', '22423', '85099B', '47566', '84879']",5,1
15781,2,9,"['23264', '23344', '23266', '23265', '22909']","['85123A', '22423', '85099B', '47566', '84879']",5,1
15782,2,9,"['22835', '22112', '22086', '22158', '23355']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15787,1,106,"['23300', '22867', '22722', '22554', '22556']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15793,2,4,"['84879', '85123A', '23084', '84946', '21314']","['85123A', '22423', '85099B', '47566', '84879']",3,2
15796,6,29,"['22698', '22697', '22699', '82494L', '22795']","['85123A', '22423', '85099B', '47566', '84879']",5,2
15804,10,31,"['22726', '84832', '23328', '22113', '23108']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15805,16,9,"['22411', '47566', '85099F', '23201', '22727']","['85123A', '22423', '85099B', '47566', '84879']",3,1
15811,5,28,"['22734', '22865', '22086', '23344', '23355']","['85123A', '22423', '85099B', '47566', '84879']",3,0
15814,3,18,"['23202', '23293', '21975', '22910', '23296']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15822,1,17,"['84949', '84947', '21385', '22178', '23323']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15838,14,22,"['22632', '22637', '82482', '22866', '22633']","['85123A', '22423', '85099B', '47566', '84879']",5,1
15845,7,11,"['22568', '22144', '84879', '84946', '84978']","['85123A', '22423', '85099B', '47566', '84879']",3,1
15850,1,47,"['21890', '23395', '23396', '23210', '21891']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15854,10,37,"['15056N', '20679', '15056BL', '85123A', '15056P']","['85123A', '22423', '85099B', '47566', '84879']",0,1
15856,21,89,"['82552', '23156', '82484', '21169', '79321']","['85123A', '22423', '85099B', '47566', '84879']",5,1
15858,4,33,"['22778', '23082', '21314', '20728', '22382']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15861,4,178,"['23206', '23207', '23209', '20726', '20719']","['85123A', '22423', '85099B', '47566', '84879']",5,1
15862,3,47,"['23319', '22144', '23318', '22734', '21034']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15863,1,16,"['22835', '22617', '23084', '23200', '23159']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15864,4,3,"['22791', '84947', '22699', '22429', '23328']","['85123A', '22423', '85099B', '47566', '84879']",2,0
15867,13,70,"['23284', '21523', '21122', '20685', '48138']","['85123A', '22423', '85099B', '47566', '84879']",3,2
15883,1,29,"['72741', '21108', '23355', '23493', '84029E']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15898,4,11,"['23201', '85099C', '22900', '85099F', '22386']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15901,2,46,"['23264', '23265', '23266', '23351', '23245']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15903,4,17,"['22111', '22114', '23355', '21485', '22835']","['85123A', '22423', '85099B', '47566', '84879']",4,1
15906,5,24,"['20754', '22698', '22139', '20751', '23493']","['85123A', '22423', '85099B', '47566', '84879']",3,0
15907,2,100,"['23300', '23343', '22867', '23301', '22866']","['85123A', '22423', '85099B', '47566', '84879']",5,1
15910,6,52,"['22142', '22087', '23103', '23293', '22596']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15916,7,30,"['84029G', '23084', '22111', '22810', '22696']","['85123A', '22423', '85099B', '47566', '84879']",3,0
15919,1,72,"['20728', '22382', '23203', '22630', '22112']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15932,7,20,"['22398', '47503A', '85123A', '22983', '47504K']","['85123A', '22423', '85099B', '47566', '84879']",2,1
15933,2,27,"['22138', '84879', '22139', '20725', '22457']","['85123A', '22423', '85099B', '47566', '84879']",3,2
15948,1,20,"['22083', '22086', '22141', '22144', '22734']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15949,1,7,"['22737', '23129', '23130', '22739', '85199S']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15951,1,19,"['22470', '22457', '22467', '82494L', '84755']","['85123A', '22423', '85099B', '47566', '84879']",5,1
15953,6,20,"['82494L', '84879', '82482', '85123A', '21136']","['85123A', '22423', '85099B', '47566', '84879']",4,2
15955,13,27,"['20728', '23209', '21929', '85099C', '22411']","['85123A', '22423', '85099B', '47566', '84879']",3,1
15963,1,10,"['23126', '84978', '84580', '84879', '23298']","['85123A', '22423', '85099B', '47566', '84879']",3,1
15965,3,13,"['21481', '23356', '85123A', '23318', '23322']","['85123A', '22423', '85099B', '47566', '84879']",5,1
15967,1,42,"['23103', '23439', '23101', '35970', '22139']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15969,2,4,"['22762', '22763', '22193', '22192', '21754']","['85123A', '22423', '85099B', '47566', '84879']",2,0
15971,11,1,"['85099B', '22385', '22379', '21931', '47566']","['85123A', '22423', '85099B', '47566', '84879']",1,1
15977,1,36,"['84029E', '84029G', '22114', '84030E', '23321']","['85123A', '22423', '85099B', '47566', '84879']",5,0
15981,7,15,"['23202', '23203', '23201', '21975', '23207']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15983,3,32,"['84879', '21914', '72800E', '22082', '22561']","['85123A', '22423', '85099B', '47566', '84879']",5,1
15984,8,45,"['22113', '22086', '22632', '22867', '22865']","['85123A', '22423', '85099B', '47566', '84879']",2,0
15987,6,50,"['21034', '22178', '23493', '23328', '22197']","['85123A', '22423', '85099B', '47566', '84879']",4,0
15993,3,147,"['22335', '22865', '21914', '22577', '22867']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16005,2,104,"['20728', '20726', '23209', '22384', '22383']","['85123A', '22423', '85099B', '47566', '84879']",4,1
16008,2,16,"['20728', '20727', '20726', '22384', '22386']","['85123A', '22423', '85099B', '47566', '84879']",1,1
16009,3,1,"['23322', '23084', '22086', '22910', '37449']","['85123A', '22423', '85099B', '47566', '84879']",1,0
16011,15,14,"['22467', '22457', '22077', '84946', '22773']","['85123A', '22423', '85099B', '47566', '84879']",3,0
16013,42,19,"['22680', '22678', '22676', '22679', '79321']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16015,1,86,"['21329', '20727', '20975', '22382', '21327']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16016,6,49,"['22554', '22553', '23321', '23355', '23356']","['85123A', '22423', '85099B', '47566', '84879']",4,1
16020,1,20,"['23300', '23301', '22083', '22720', '22960']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16033,19,73,"['22722', '23300', '22726', '22667', '21974']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16038,2,3,"['15056P', '22138', '85123A', '22061', '22784']","['85123A', '22423', '85099B', '47566', '84879']",2,0
16042,4,20,"['22726', '22865', '22910', '23313', '22727']","['85123A', '22423', '85099B', '47566', '84879']",2,0
16057,6,38,"['22722', '21754', '22083', '22720', '22086']","['85123A', '22423', '85099B', '47566', '84879']",3,2
16062,3,16,"['22086', '22865', '23344', '23298', '22111']","['85123A', '22423', '85099B', '47566', '84879']",5,2
16066,4,21,"['23355', '22114', '22138', '22551', '23284']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16070,1,14,"['22577', '22578', '22086', '23354', '23344']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16076,8,13,"['22138', '22867', '23301', '22865', '22139']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16079,1,9,"['23084', '22086', '22910', '22197', '22952']","['85123A', '22423', '85099B', '47566', '84879']",2,0
16085,4,41,"['22086', '21790', '22470', '22766', '22549']","['85123A', '22423', '85099B', '47566', '84879']",4,1
16094,3,13,"['22607', '22469', '22961', '22423', '35970']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16103,5,1,"['23052', '22766', '23051', '85123A', '23050']","['85123A', '22423', '85099B', '47566', '84879']",1,0
16107,5,6,"['79321', '47566', '22699', '23084', '22697']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16115,7,24,"['23301', '23300', '23296', '23293', '23295']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16119,1,5,"['22457', '22831', '22759', '84947', '22082']","['85123A', '22423', '85099B', '47566', '84879']",3,0
16128,4,5,"['22866', '22867', '22960', '23343', '23084']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16133,28,66,"['22961', '22139', '23295', '21791', '23294']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16134,1,19,"['21876', '22909', '22457', '22413', '82583']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16139,2,16,"['23126', '23328', '23298', '35970', '22271']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16143,5,23,"['22667', '22470', '22666', '21430', '47566']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16145,10,21,"['20914', '23298', '22720', '21733', '23295']","['85123A', '22423', '85099B', '47566', '84879']",3,1
16149,1,7,"['85199S', '22158', '23275', '85061W', '22144']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16156,7,23,"['22910', '22086', '22720', '23355', '23344']","['85123A', '22423', '85099B', '47566', '84879']",3,0
16157,1,9,"['22456', '23089', '23169', '84879', '21326']","['85123A', '22423', '85099B', '47566', '84879']",3,1
16161,15,68,"['22113', '22910', '21259', '22086', '22144']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16164,1,17,"['23109', '23318', '22910', '22584', '84832']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16168,23,8,"['23301', '22456', '21174', '22087', '23084']","['85123A', '22423', '85099B', '47566', '84879']",1,0
16169,3,15,"['22411', '85099C', '21931', '22077', '23202']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16173,5,19,"['22112', '82483', '23298', '22720', '22138']","['85123A', '22423', '85099B', '47566', '84879']",4,1
16185,1,12,"['23313', '22909', '23234', '22142', '22141']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16186,11,19,"['22726', '22865', '22727', '22178', '23208']","['85123A', '22423', '85099B', '47566', '84879']",3,0
16189,1,5,"['23035', '21669', '21668', '23032', '22771']","['85123A', '22423', '85099B', '47566', '84879']",2,0
16191,10,17,"['22726', '22727', '22728', '84375', '22086']","['85123A', '22423', '85099B', '47566', '84879']",3,0
16200,1,104,"['22470', '23321', '23203', '22469', '23333']","['85123A', '22423', '85099B', '47566', '84879']",4,1
16201,2,44,"['23209', '22411', '23344', '21929', '23204']","['85123A', '22423', '85099B', '47566', '84879']",5,2
16210,15,31,"['22041', '21137', '85123A', '22633', '22632']","['85123A', '22423', '85099B', '47566', '84879']",3,1
16212,1,11,"['22086', '22910', '23311', '20972', '22952']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16240,1,60,"['22666', '21210', '22720', '23201', '21889']","['85123A', '22423', '85099B', '47566', '84879']",5,3
16241,12,109,"['21929', '22662', '21175', '23321', '22411']","['85123A', '22423', '85099B', '47566', '84879']",3,1
16242,5,75,"['20725', '23203', '22384', '20728', '20727']","['85123A', '22423', '85099B', '47566', '84879']",5,2
16245,2,39,"['21533', '84879', '82494L', '23265', '84978']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16255,7,37,"['22722', '22666', '22557', '21080', '79321']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16261,3,23,"['21754', '23328', '22720', '21034', '22086']","['85123A', '22423', '85099B', '47566', '84879']",4,1
16265,8,33,"['23344', '21931', '22630', '22411', '22726']","['85123A', '22423', '85099B', '47566', '84879']",3,0
16271,3,55,"['20724', '23263', '23203', '85099B', '23293']","['85123A', '22423', '85099B', '47566', '84879']",5,2
16279,2,44,"['23284', '23298', '23319', '21889', '23493']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16283,4,17,"['22467', '22992', '22991', '23082', '22374']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16293,9,20,"['22866', '22867', '23344', '84945', '23082']","['85123A', '22423', '85099B', '47566', '84879']",3,0
16295,2,33,"['23300', '23301', '21754', '21755', '22699']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16298,2,7,"['22727', '22728', '22470', '22726', '84879']","['85123A', '22423', '85099B', '47566', '84879']",1,1
16303,2,33,"['20726', '21479', '20712', '20725', '22083']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16311,1,14,"['23082', '23338', '21484', '22568', '85049E']","['85123A', '22423', '85099B', '47566', '84879']",2,0
16313,1,6,"['22961', '22178', '48187', '22274', '22624']","['85123A', '22423', '85099B', '47566', '84879']",2,0
16322,1,9,"['23212', '23265', '23275', '23213', '23189']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16326,12,31,"['48187', '48194', '23284', '23283', '48188']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16327,5,48,"['15044D', '21559', '21154', '84945', '47591D']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16330,2,22,"['23330', '22960', '23302', '21876', '23101']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16332,6,19,"['22639', '22554', '22557', '23321', '82486']","['85123A', '22423', '85099B', '47566', '84879']",3,0
16333,20,2,"['21891', '21915', '84077', '22620', '22440']","['85123A', '22423', '85099B', '47566', '84879']",2,0
16341,2,14,"['23344', '20972', '21519', '85099B', '22083']","['85123A', '22423', '85099B', '47566', '84879']",4,1
16347,1,28,"['22111', '23355', '21485', '84029E', '22086']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16350,3,4,"['22470', '23332', '23329', '22469', '82486']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16352,1,14,"['22457', '23322', '22469', '23321', '84836']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16353,19,8,"['23313', '79321', '21218', '21155', '82552']","['85123A', '22423', '85099B', '47566', '84879']",3,0
16358,3,35,"['21790', '20719', '23206', '23204', '20726']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16359,8,10,"['22916', '22917', '22918', '22424', '22919']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16360,4,220,"['22114', '84029G', '22557', '22141', '22113']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16361,2,39,"['23169', '84032B', '23083', '22734', '23082']","['85123A', '22423', '85099B', '47566', '84879']",3,0
16364,1,24,"['22109', '23080', '22607', '23101', '23100']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16365,8,2,"['20749', '22086', '23298', '21770', '22776']","['85123A', '22423', '85099B', '47566', '84879']",2,0
16369,2,53,"['23240', '21974', '22910', '22082', '22086']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16379,2,35,"['23240', '22766', '22910', '23202', '22086']","['85123A', '22423', '85099B', '47566', '84879']",3,1
16386,1,73,"['21918', '84946', '84879', '22993', '85032A']","['85123A', '22423', '85099B', '47566', '84879']",5,3
16393,10,48,"['23343', '22867', '22383', '22865', '22632']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16399,1,41,"['85150', '21733', '85123A', '23439', '82581']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16401,9,38,"['20726', '20728', '22554', '20727', '22197']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16407,9,20,"['21733', '21670', '21673', '82483', '21754']","['85123A', '22423', '85099B', '47566', '84879']",4,1
16411,1,22,"['22867', '23322', '22865', '22113', '23344']","['85123A', '22423', '85099B', '47566', '84879']",3,0
16414,1,4,"['20750', '21217', '23067', '84946', '21465']","['85123A', '22423', '85099B', '47566', '84879']",3,0
16416,2,20,"['23207', '23328', '82483', '23321', '20727']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16422,48,20,"['20974', '22333', '21080', '20677', '84755']","['85123A', '22423', '85099B', '47566', '84879']",2,0
16426,6,119,"['20728', '23203', '22865', '23208', '22554']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16438,3,34,"['72351B', '72351A', '22810', '85174', '85040A']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16440,4,79,"['22111', '22114', '22910', '23344', '22909']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16442,2,70,"['23100', '21912', '22906', '22113', '21993']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16446,1,1,"['22396', '22982', '22098', '22138', '22804']","['85123A', '22423', '85099B', '47566', '84879']",0,0
16458,16,15,"['85099F', '21931', '22386', '85099B', '23203']","['85123A', '22423', '85099B', '47566', '84879']",5,2
16460,2,17,"['22736', '22737', '21328', '47590B', '22621']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16463,3,22,"['22139', '84077', '21791', '22617', '22138']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16464,2,49,"['22142', '22273', '21975', '22694', '84836']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16469,3,59,"['23322', '21591', '21584', '22158', '85048']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16474,5,81,"['23301', '21755', '22555', '23300', '22457']","['85123A', '22423', '85099B', '47566', '84879']",3,0
16478,2,5,"['22138', '23080', '22505', '22766', '21912']","['85123A', '22423', '85099B', '47566', '84879']",1,0
16495,2,49,"['22992', '23103', '22150', '84375', '21124']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16496,2,24,"['22865', '22867', '22621', '22633', '84077']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16500,3,5,"['22086', '23493', '22792', '22791', '23311']","['85123A', '22423', '85099B', '47566', '84879']",3,0
16506,1,1,"['22470', '22696', '22296', '23407', '22942']","['85123A', '22423', '85099B', '47566', '84879']",1,0
16511,2,59,"['22662', '22630', '22139', '22629', '22382']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16513,1,31,"['22384', '20728', '22114', '22367', '84375']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16519,1,8,"['M', '72741', '22300', '21930', '22634']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16523,18,39,"['23202', '23203', '85099C', '48185', '48194']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16525,24,8,"['21326', '22169', '84947', '22791', '21259']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16531,6,7,"['23084', '22086', '84375', '21915', '21452']","['85123A', '22423', '85099B', '47566', '84879']",1,0
16532,2,1,"['79321', '23122', '85123A', '22784', '22935']","['85123A', '22423', '85099B', '47566', '84879']",1,0
16533,2,32,"['23328', '23014', '22361', '22360', '85053']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16539,3,7,"['21523', '21955', '82494L', '82482', '21754']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16549,6,283,"['23439', '23103', '21169', '21314', '23207']","['85123A', '22423', '85099B', '47566', '84879']",5,2
16557,1,5,"['84946', '22178', '22791', '22423', '82483']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16558,18,58,"['22867', '22960', '22114', '22909', '21314']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16560,1,36,"['22840', '21217', '22842', '22423', '22697']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16561,1,15,"['23313', '22910', '22086', '22150', '21136']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16566,4,7,"['21326', '84949', '84946', '15056N', '22464']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16570,9,11,"['22727', '23201', '84879', '22726', '20724']","['85123A', '22423', '85099B', '47566', '84879']",4,1
16571,2,28,"['23240', '22077', '22720', '22178', '22749']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16592,13,51,"['23355', '22086', '22111', '22624', '22114']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16596,1,6,"['23103', '22866', '22113', '23393', '22224']","['85123A', '22423', '85099B', '47566', '84879']",3,0
16600,3,26,"['20992', '35471D', '22065', '22577', '10135']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16607,13,12,"['22558', '22722', '22619', '16161P', '23233']","['85123A', '22423', '85099B', '47566', '84879']",2,0
16609,6,55,"['21931', '20725', '22139', '22383', '20726']","['85123A', '22423', '85099B', '47566', '84879']",4,2
16616,1,22,"['21791', '21509', '21790', '15036', '21507']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16620,1,4,"['23199', '85099C', '23201', '22487', '20682']","['85123A', '22423', '85099B', '47566', '84879']",3,0
16626,13,18,"['22617', '22624', '21326', '22138', '22627']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16633,5,40,"['22111', '22138', '22113', '23313', '23311']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16638,9,7,"['22834', '22866', '22835', '23313', '22632']","['85123A', '22423', '85099B', '47566', '84879']",0,0
16642,1,19,"['22414', '21181', '22185', '79321', '21340']","['85123A', '22423', '85099B', '47566', '84879']",3,0
16653,1,2,"['22083', '23240', '47566', '23245', '22699']","['85123A', '22423', '85099B', '47566', '84879']",2,1
16655,5,11,"['22027', '22029', '22909', '22716', '21790']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16656,14,3,"['21704', '22998', '22725', '21790', '22726']","['85123A', '22423', '85099B', '47566', '84879']",2,0
16657,2,60,"['22992', '22333', '22578', '21931', '22555']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16660,2,11,"['15056N', '21731', '23205', '15056BL', '23144']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16668,5,3,"['22536', '23280', '21790', '85053', '21260']","['85123A', '22423', '85099B', '47566', '84879']",3,0
16669,2,77,"['22577', '21975', '22417', '23308', '22993']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16670,10,1,"['22698', '22697', '22720', '22112', '22111']","['85123A', '22423', '85099B', '47566', '84879']",0,0
16671,2,1,"['85049A', '22121', '22086', '85123A', '84879']","['85123A', '22423', '85099B', '47566', '84879']",1,0
16672,19,3,"['22726', '22727', '22629', '22725', '22630']","['85123A', '22423', '85099B', '47566', '84879']",3,0
16678,9,24,"['71459', '22558', '84978', '22993', '22555']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16682,4,6,"['22614', '21833', '21213', '22551', '22634']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16684,25,31,"['22699', '22697', '22993', '22629', '22960']","['85123A', '22423', '85099B', '47566', '84879']",4,1
16688,2,15,"['22727', '22728', '22726', '22367', '22899']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16700,12,14,"['23158', '23201', '22722', '21790', '85099B']","['85123A', '22423', '85099B', '47566', '84879']",2,1
16701,12,16,"['23354', '23353', '23084', '23309', '23283']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16705,15,33,"['82482', '48187', '82483', '22328', '20685']","['85123A', '22423', '85099B', '47566', '84879']",2,0
16710,8,54,"['22865', '22867', '23156', '23159', '22866']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16711,3,12,"['22424', '23012', '23014', '22792', '23013']","['85123A', '22423', '85099B', '47566', '84879']",3,0
16712,8,116,"['22845', '22659', '22900', '23207', '22382']","['85123A', '22423', '85099B', '47566', '84879']",3,0
16713,13,103,"['20727', '22726', '82483', '71053', '22728']","['85123A', '22423', '85099B', '47566', '84879']",4,1
16717,5,91,"['23355', '23350', '22086', '22910', '23311']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16719,6,36,"['22727', '22179', '79321', '85123A', '20828']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16722,12,15,"['21497', '21498', '22045', '23230', '21495']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16726,4,70,"['84380', '22900', '22834', '22964', '22212']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16744,6,36,"['21791', '22554', '21704', '21034', '23293']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16746,15,55,"['22779', '22621', '23202', '22386', '23108']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16748,4,19,"['85099B', '23201', '21931', '23206', '20727']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16759,2,19,"['21889', '21891', '23077', '22693', '22577']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16762,2,29,"['20726', '23301', '22113', '22835', '22114']","['85123A', '22423', '85099B', '47566', '84879']",4,1
16764,9,111,"['22138', '22666', '22621', '22384', '22382']","['85123A', '22423', '85099B', '47566', '84879']",4,1
